set_id,year,pieces,t1,descr
850910-1,2014,52,Legends of Chima,Legends of Chima Minifigure Accessory Set
850913-1,2014,48,Legends of Chima,Fire and Ice Minifigure Accessory Set
850918-1,2014,0,Gear,Ice Cube Tray
850929-1,2014,0,Gear,LEGO庐 City Playmat
850932-1,2014,41,Town,Polar Accessory Set
850933-1,2014,0,Gear,LEGO庐 City Policeman Key Chain
850935-1,2014,27,Gear,Classic Minifigure Graduation Set
850936-1,2014,11,Seasonal,Halloween Set
850939-1,2014,27,Seasonal,Santa Set
850949-1,2014,45,Seasonal,Christmas Snow Hut Ornament
850950-1,2014,34,Seasonal,Christmas Cat Ornament
850951-1,2015,0,Gear,Girl Minifigure Key Chain
850952-1,2014,0,Gear,LEGO庐 Classic Firetruck Bag Charm
850953-1,2014,0,Gear,Police Car Bag Charm
850963-1,2014,14,Gear,LEGO庐 Friends Tumbler 2014
850967-1,2014,39,Friends,Jungle Accessory Set
850972-1,2014,0,Gear,Friendship Book
850996-1,2014,0,Gear,Darth Vader Key Chain
850997-1,2014,0,Gear,Princess Leia Key Chain
850998-1,2014,0,Gear,LEGO庐 Star Wars鈩?Boba Fett鈩?Key Chain
850999-1,2014,0,Gear,LEGO庐 Star Wars鈩?Stormtrooper鈩?Key Chain
851003-1,2014,0,Gear,LEGO庐 Super Heroes The Joker Key Chain
851005-1,2014,0,Gear,LEGO庐 Super Heroes Batgirl Key Chain
851007-1,2014,0,Gear,Wolverine Magnet
Jan-10,2000,35,Technic,Lava
851015-1,2014,0,Gear,LEGO庐 Legends of Chima鈩?Scorpion Sword & Shield
851091-1,2005,0,Gear,R2-D2 Key Chain
851-1,1977,324,Technic,Tractor
Jan-11,2000,44,Technic,Frost
Jan-12,2000,37,Technic,Onyx
Jan-13,2000,45,Technic,Dust
851317-1,2014,0,Gear,LEGO庐 Star Wars鈩?Boba Fett鈩?Magnet
851318-1,2014,0,Gear,Sir Fangar Claw & Shield
851320-1,2014,0,Gear,LEGO庐 Minifigure Notebooks
851324-1,2014,0,Gear,Dolphin Bag Charm
851325-1,2014,0,Gear,Jungle Playmat
851335-1,2015,0,Gear,Ninja Sword
851336-1,2015,0,Gear,Ninja Fork Weapon
851338-1,2015,0,Gear,Ninja Belt & Throwing Star
851339-1,2015,0,Gear,Ninja Bandana
851341-1,2015,0,Gear,LEGO庐 Elves Playmat
851343-1,2015,0,Gear,Drinking Bottle
851344-1,2015,13,Gear,Tumbler
851351-1,2015,0,Gear,Ninja Kai Key Chain
851352-1,2015,0,Gear,Titanium Ninja Zane Key Chain
851353-1,2015,0,Gear,Anacondrai Kapau Key Chain
851368-1,2015,0,Gear,Laval Key Chain
851369-1,2015,0,Gear,Icebite Key Chain
851393-1,2015,0,Gear,Mermaid Key Chain
851394-1,2015,0,Gear,Gingerbread Man Key Chain
851395-1,2015,0,Gear,Robot Key Chain
851400-1,2015,0,Gear,Upscaled Mug 鈥?Red
Jan-14,2000,32,Technic,Power
851417-1,2015,0,Gear,LEGO Friends Wall Stickers
851463-1,2007,0,Gear,Clone Trooper Key Chain
851464-1,2007,0,Gear,Chewbacca Key Chain
851502-1,2007,0,Gear,Ice Brick Tray - Yellow
Jan-15,2000,4,Technic,RoboRider Wheels
Jan-16,2000,124,Technic,The Boss
851659-1,2008,0,Gear,Boba Fett Keyring
851687-1,2007,0,Gear,Robin Key Chain
Jan-17,2010,14,Ben 10,Humungousaur
Jan-18,2010,16,Ben 10,Jet Ray
Jan-19,2010,20,Ben 10,Big Chill
851938-1,2007,0,Gear,Princess Leia Key Chain
852001-1,2007,164,Gear,Fantasy Era Castle Chess Set
Jan-20,2000,134,Technic,Millennium/Millennia
852095-1,2007,1,Gear,Yellow Brick Key Chain
852-1,1977,364,Technic,Reconnaisance Helicopter
Jan-21,2000,44,Technic,Flare
852113-1,2007,0,Gear,Millennium Falcon Bag Charm
852114-1,2007,0,Gear,Y-Wing Fighter (Exclusive Bag Charm)
852132-1,2007,86,Gear,Castle Tic Tac Toe
852146-1,2008,0,Gear,Professor Henry Jones Key Chain
852194-1,2008,0,Gear,Dwarf Key Chain
Jan-22,2000,35,Technic,Spark
852227-1,2009,0,Gear,Pirate Playing Cards
852231-1,2008,96,Gear,"Coin Bank, Castle with Drawbridge"
852271-1,2008,35,Castle,Battle Pack Knights
852272-1,2008,43,Castle,Battle Pack Skeletons
852273-1,2008,1,Gear,Pink Brick Key Chain
852293-1,2008,2455,Gear,Fantasy Era Castle Giant Chess Set
Jan-23,2000,89,Technic,Blaster / Blaster Slizer
852331-1,2008,21,Collectible Minifigures,Vintage Minifigure Collection Vol. 1
852333-1,2008,0,Gear,Keychain Name Programme
852347-1,2008,0,Gear,Shock Trooper Key Chain
852351-1,2008,0,Gear,Obi-Wan Key Chain
852354-1,2008,0,Gear,Asajj Ventress Key Chain
852445-1,2008,0,Gear,Gold Brick Key Chain
852535-1,2009,22,Collectible Minifigures,Vintage Minifigure Collection Vol. 2
852548-1,2009,0,Gear,CW R7-A7 Key Chain
852549-1,2009,0,Gear,CW Count Dooku Key Chain
852550-1,2009,0,Gear,CW Yoda Key Chain
852551-1,2009,24,Gear,Magnet Set Darth Maul 2009
852552-1,2009,18,Gear,Magnet Set Royal Guard 2009
852553-1,2009,18,Gear,Magnet Set Stormtrooper 2009
852554-1,2008,21,Gear,Star Wars Magnet Set
852555-1,2009,22,Gear,Magnet Set CW Yoda 2009
852697-1,2009,22,Collectible Minifigures,Vintage Minifigure Collection Vol. 3
852701-1,2009,36,Castle,Battle Pack Troll Warriors
852702-1,2009,45,Castle,Battle Pack Dwarfs
852708-1,2009,0,Gear,LEGO Minifigure Cake Mould
Jan-27,2006,578,Mindstorms,LEGO Mindstorms NXT
852715-1,2009,19,Gear,Star Wars Magnet Set
852737-1,2009,6,Gear,Star Wars 10th Anniversary Stormtrooper Magnet
852741-1,2009,165,Seasonal,Build your own Holiday Countdown Candle
852744-1,2009,66,Seasonal,"Christmas Tree Ornaments, Build Your Own Holiday Ornaments"
852747-1,2009,42,Pirates,Battle Pack Pirates
852750-1,2009,86,Gear,Pirates Tic Tac Toe
852753-1,2009,25,Collectible Minifigures,Vintage Minifigure Collection Vol. 4
852769-1,2010,20,Collectible Minifigures,Vintage Minifigure Collection Vol. 5
852771-1,2010,0,Gear,Minifigure Ice Cube Tray
852774-1,2010,0,Gear,Shark Warrior Key Chain
852777-1,2010,21,Gear,Magnet Set
Jan-28,2006,3,Mindstorms,Converter Cables for Mindstorms NXT
852815-1,2010,0,Gear, White Spaceman Key Chain
852820-1,2010,15,Gear,Minifig Display Box
852837-1,2010,0,Gear,C-3PO Key Chain
852838-1,2010,0,Gear,Wicket Key Chain
852842-1,2010,0,Gear,Biker Scout Key Chain
852843-1,2010,14,Gear,Star Wars Magnet Set
852844-1,2010,16,Gear,Star Wars Magnet Set
852845-1,2010,19,Gear,Star Wars Magnet Set
852848-1,2010,0,Gear,Woody Key Chain
852856-1,2010,0,Gear,LEGO Club Max Key Chain
852858-1,2010,0,Gear,Foldable red shopping bag
Jan-29,2006,7,Mindstorms,Connector Cables for Mindstorms NXT
852921-1,2010,36,Castle,Battle Pack Lion Knights
852922-1,2010,37,Castle,Battle Pack Dragon Knights
852942-1,2010,23,Gear,Prince of Persia Magnet Set
852948-1,2010,20,Gear,Female Minifigure Magnet Set
852949-1,2010,15,Gear,Toy Story Magnet Set
852950-1,2010,0,Gear,Alien Key Chain
852979-1,2010,0,Gear,Albus Dumbledore Key Chain
852980-1,2010,0,Gear,Se verus Snape Key Chain
852981-1,2010,0,Gear,Dobby Key Chain
852985-1,2010,0,Gear,Duck Key Chain
852986-1,2010,0,Gear,Crocodile Key Chain
852987-1,2010,0,Gear,Penguin Key Chain
852995-1,2010,15,Other,{Ducks}
852996-1,2010,4,Other,Lego Club Max
852997-1,2010,0,Gear,LEGO 2011 US Calendar
Jan-30,2001,3,Bionicle,Masks
853037-1,2010,20,Gear,Star Wars Magnet Set
853091-1,2011,0,Gear,City Policeman Key Chain
853092-1,2011,0,Gear,City Burglars Magnet Set
853-1,1977,608,Technic,Auto Chassis
Jan-31,2001,49,Bionicle,Pohatu
853111-1,2011,28,Ninjago,Exclusive Weapon Training Set - Limited Edition
Feb-31,2001,50,Bionicle,Pohatu - With mini CD-ROM
853130-1,2011,0,Gear,Star Wars Magnet Set
853143-1,2011,0,Gear,LEGO Signature Minifigure Stationery Set
853146-1,2011,0,Gear,LEGO Signature Minifigure Playing Cards
853148-1,2011,0,Gear,LEGO Classic Logo Magnet
853175-1,2011,117,Gear,"Coin Bank, Pharaoh's Quest"
853176-1,2011,29,Pharaoh's Quest,Skeleton Mummy Battle Pack
853187-1,2011,0,Gear,Captain Jack Sparrow Key Chain
853191-1,2011,0,Gear,Pirates of the Caribbean Magnet Set
853195-1,2011,122,Gear,"Calendar, Brick Calendar - Days and Months in English"
Jan-32,2001,30,Bionicle,Onua
853213-1,2012,9,Gear,Drink Tumbler
853219-1,2011,30,Pirates of the Caribbean,Pirates of the Caribbean Battle Pack
Feb-32,2001,33,Bionicle,Onua - With mini CD-ROM
853261-1,2011,1,Gear,LEGO Large Tote
853301-1,2011,27,Space,Alien Conquest Battle Pack
853305-1,2011,7,Gear,Copenhagen Key Chain
Jan-33,2001,35,Bionicle,Gali
Feb-33,2001,36,Bionicle,Gali - With mini CD-ROM
853340-1,2011,30,LEGO Brand Store,Minifigure Wedding Favor Set
853344-1,2011,32,Seasonal,Holiday Ornament with Red Bricks 
853345-1,2011,42,Seasonal,Holiday Ornament with Gold Bricks
853346-1,2011,38,Seasonal,Holiday Ornament with Green Bricks
853352-1,2011,0,Gear,2012 US Calendar
853353-1,2011,47,Gear,Holiday Scene Magnet
853358-1,2011,18,Gear,Heroica Storage Mat
853373-1,2012,329,Gear,LEGO Kingdoms Chess Set
853378-1,2012,22,Town,City Firemen Minifigure Pack
853379-1,2015,1,Gear,Purple Brick Key Chain
853380-1,2015,1,Gear,Turquoise Brick Key Chain
853393-1,2012,51,Friends,Friends Picture Frame
853395-1,2012,1,Gear,Friends Tumbler
Jan-34,2001,33,Bionicle,Tahu
Feb-34,2001,34,Bionicle,Tahu - With mini CD-ROM
853429-1,2012,0,Gear,Batman Key Chain
853430-1,2012,0,Gear,Superman Key Chain
853433-1,2012,0,Gear,Wonder Woman Key Chain
853439-1,2015,0,Gear,Upscaled Mug 
853440-1,2015,1,Gear,LEGO Friends Jewelery Set
853441-1,2015,0,Gear,Mini-doll Carry Case
853444-1,2015,0,Gear,LEGO庐 Friends Mirror
853447-1,2015,0,Gear,Ninja Sword & Sheath
853448-1,2015,0,Gear,LEGO庐 Elves Diary
853449-1,2015,0,Gear,Yoda鈩?Key Chain
853450-1,2015,0,Gear,Emperor''s Royal Guard鈩?Key Chain
853451-1,2015,0,Gear,Chewbacca鈩?Key Chain
853463-1,2015,0,Gear,Swamp Police Key Chain
853464-1,2015,0,Gear,Swamp Police Drinking Bottle
853465-1,2015,0,Gear,Upscaled Mug 鈥?Blue
853469-1,2015,0,Gear,Wicket鈩?Key Chain
853470-1,2015,0,Gear,R2 D2鈩?Key Chain
853471-1,2015,0,Gear,C 3PO鈩?Key Chain
853472-1,2015,0,Gear,Luke Skywalker鈩?Key Chain
853474-1,2015,0,Gear,Commander Gree鈩?Key Chain
853475-1,2015,0,Gear,Imperial Gunner Key Chain
853476-1,2015,2,Gear,Yoda鈩?Magnet
Jan-35,2001,36,Bionicle,Lewa
Feb-35,2001,37,Bionicle,Lewa - With mini CD-ROM
Jan-36,2001,33,Bionicle,Kopaka
Feb-36,2001,34,Bionicle,Kopaka - With mini CD-ROM
Jan-37,2001,148,Bionicle,Nui-Rama
Jan-38,2001,633,Bionicle,Muaka and Kane-ra
Jan-39,2001,456,Bionicle,Manas
Jan-40,2001,28,Bionicle,Vakama
854-1,1978,211,Technic,Go-Kart
Jan-41,2001,25,Bionicle,Matau
Jan-42,2001,29,Bionicle,Onewa
Jan-43,2001,27,Bionicle,Nokama
Jan-44,2001,29,Bionicle,Nuju
Jan-45,2001,28,Bionicle,Whenua
Jan-46,2001,10,Bionicle,Power Pack
Jan-47,2009,620,Mindstorms,Mindstorms NXT 2.0
Jan-48,2001,226,Bionicle,Nui-Jaga
Jan-49,2001,403,Bionicle,Tarakava
Jan-50,2002,26,Bionicle,Gahlok Va
855-1,1978,512,Technic,Mobile crane
Jan-51,2002,28,Bionicle,Kohrak Va
Jan-52,2002,28,Bionicle,Lehvak Va
Jan-53,2002,27,Bionicle,Pahrak Va
Jan-54,2002,27,Bionicle,Tahnok Va
Jan-55,2002,26,Bionicle,Nuhvok Va
Jan-56,2002,157,Bionicle,Boxor
Jan-57,2002,378,Bionicle,Exo-Toa
Jan-58,2002,636,Bionicle,Cahdok and Gahdok
Jan-59,2002,0,Bionicle,Krana
Jan-60,2002,41,Bionicle,Pahrak
856-1,1979,372,Technic,Bulldozer
Jan-61,2002,42,Bionicle,Nuhvok
Jan-62,2002,41,Bionicle,Gahlok
Jan-63,2002,41,Bionicle,Tahnok
Jan-64,2002,41,Bionicle,Lehvak
Jan-65,2002,41,Bionicle,Kohrak
Jan-66,2002,41,Bionicle,Onua Nuva
Jan-67,2002,37,Bionicle,Lewa Nuva
Jan-68,2002,43,Bionicle,Pohatu Nuva
Jan-69,2002,0,Bionicle,Krana
Jan-70,2002,44,Bionicle,Gali Nuva
857-1,1979,409,Technic,Motorcycle with sidecar
Jan-71,2002,42,Bionicle,Kopaka Nuva
Jan-72,2002,36,Bionicle,Tahu Nuva
Jan-73,2003,42,Bionicle,Nuhvok-Kal
Jan-74,2003,42,Bionicle,Tahnok-Kal
Jan-75,2003,42,Bionicle,Kohrak-Kal
Jan-76,2003,42,Bionicle,Lehvak-Kal
Jan-77,2003,42,Bionicle,Pahrak-Kal
Jan-78,2003,42,Bionicle,Gahlok-Kal
Jan-80,2003,3,Bionicle,Kraata
858-1,1980,242,Technic,Auto Engines
Jan-81,2003,25,Bionicle,Kopeke
Jan-82,2003,25,Bionicle,Matoro
Jan-83,2003,25,Bionicle,Hahli
Jan-84,2003,25,Bionicle,Hewkii
Feb-84,2003,25,Bionicle,Hewkii (Kabaya Promotional)
Jan-85,2003,25,Bionicle,Hafu
Feb-85,2003,25,Bionicle,Hafu (Kabaya Promotional)
Jan-86,2003,25,Bionicle,Macku
Feb-86,2003,25,Bionicle,Macku (Kabaya Promotional)
Jan-87,2003,45,Bionicle,Panrahk
Feb-87,2003,45,Bionicle,Panrahk - With Shadow Kraata (Promotional Set)
Mar-87,2003,46,Bionicle,Panrahk - With mini CD-ROM
Jan-88,2003,45,Bionicle,Kurahk
Feb-88,2003,45,Bionicle,Kurahk - With Shadow Kraata (Promotional Set)
Mar-88,2003,45,Bionicle,Kurahk - With mini CD-ROM
Jan-89,2003,45,Bionicle,Lerahk
Feb-89,2003,45,Bionicle,Lerahk - With Shadow Kraata (Promotional Set)
Mar-89,2003,46,Bionicle,Lerahk - With mini CD-ROM
Jan-90,2003,45,Bionicle,Guurahk
Feb-90,2003,45,Bionicle,Guurahk - With Shadow Kraata (Promotional Set)
Mar-90,2003,46,Bionicle,Guurahk - With mini CD-ROM
Jan-91,2003,45,Bionicle,Vorahk
Feb-91,2003,45,Bionicle,Vorahk - With Shadow Kraata
Mar-91,2003,45,Bionicle,Vorahk - With mini CD-ROM
Jan-92,2003,46,Bionicle,Turahk
Feb-92,2003,45,Bionicle,Turahk - With Shadow Kraata
Mar-92,2003,46,Bionicle,Turahk - With mini CD-ROM
Jan-93,2003,199,Bionicle,Makuta
Jan-94,2003,172,Bionicle,Jaller and Gukko
Jan-95,2003,221,Bionicle,Takua and Pewku
Jan-96,2003,200,Bionicle,Takanuva
Jan-97,2002,0,Bionicle,Krana Nuva
Jan-01,2003,48,Bionicle,Toa Vakama
Feb-01,2004,48,Bionicle,Toa Vakama - 2004 San Diego Comic-Con Exclusive (Does Not Contain Exclusive Disk)
Jan-02,2004,46,Bionicle,Toa Nokama
Jan-03,2004,49,Bionicle,Toa Whenua
Jan-04,2004,44,Bionicle,Toa Onewa
Jan-05,2004,46,Bionicle,Toa Matau
Jan-06,2004,48,Bionicle,Toa Nuju
Jan-07,2004,27,Bionicle,Nuhrii
Jan-08,2004,27,Bionicle,Vhisola
Jan-09,2004,27,Bionicle,Tehutti
Jan-10,2004,27,Bionicle,Ahkmou
Jan-11,2004,27,Bionicle,Orkahm
Jan-12,2004,30,Bionicle,Ehrye
Jan-14,2004,32,Bionicle,Vahki Nuurakh
Feb-14,2004,33,Bionicle,Vahki Nuurakh Limited Edition with Movie Edition Vahi and Disk Of Time
Jan-15,2004,32,Bionicle,Vahki Bordakh
Feb-15,2004,33,Bionicle,Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time
Jan-16,2004,32,Bionicle,Vahki Vorzakh
Feb-16,2004,33,Bionicle,Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time
Jan-17,2004,32,Bionicle,Vahki Zadakh
Feb-17,2004,33,Bionicle,Vahki Zadakh Limited Edition with Movie Edition Vahi and Disk Of Time
Jan-18,2004,32,Bionicle,Vahki Rorzakh
Feb-18,2004,33,Bionicle,Vahki Rorzakh Limited Edition with Movie Edition Vahi and Disk Of Time
Jan-19,2004,32,Bionicle,Vahki Keerakh
Feb-19,2004,33,Bionicle,Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time
Jan-20,1986,101,Technic,Snow Scooter
Jan-21,2004,180,Bionicle,Turaga Dume and Nivawk
Jan-22,2004,170,Bionicle,Nidhiki
Jan-23,2004,214,Bionicle,Krekka
Jan-24,2006,507,Bionicle,Race for the Mask of Life
Jan-25,2006,179,Bionicle,Umbra
Jan-26,2006,11,Bionicle,Irnakk
Jan-30,2008,351,Agents,Mission 3: Gold Hunt
Jan-31,2008,77,Agents,Mission 1: Jetpack Pursuit
Jan-32,2008,230,Agents,Mission 2: Swamp Raid
Jan-33,2008,331,Agents,Mission 4: Speedboat Rescue
Jan-34,2008,468,Agents,Mission 5: Turbocar Chase
Jan-35,2008,1153,Agents,Mission 6: Mobile Command Center
Jan-36,2008,520,Agents,Mission 7: Deep Sea Quest
Jan-37,2008,714,Agents,Mission 8: Volcano Base
Jan-38,2011,332,Cars,Spy Jet Escape
Jan-39,2011,743,Cars,Big Bentley Bust Out
Jan-40,1986,238,Technic,Polar Copter
Jan-41,2005,53,Racers,Flame Glider
Jan-42,2005,42,Racers,Monster Crusher
Jan-43,2005,45,Racers,Power Cruiser
Jan-44,2005,35,Racers,Street Maniac
Jan-45,2005,126,Racers,Muscle Slammer Bike
Jan-46,2005,126,Racers,Speed Slammer Bike
Jan-47,2005,67,Racers,Night Racer
Jan-48,2005,63,Racers,Buzz Saw
Jan-49,2005,621,Racers,Nitro Menace
Jan-50,2005,254,Racers,Furious Slammer Racer
Jan-51,2005,241,Racers,Jumping Giant
Jan-52,2005,477,Racers,Enzo Ferrari 1:17
Jan-53,2005,1357,Racers,Enzo Ferrari 1:10
Jan-54,2005,808,Racers,Scuderia Ferrari Truck
Jan-55,2005,57,Racers,RX-Sprinter
Jan-56,2005,46,Racers,F6 Truck
Jan-57,2005,38,Racers,ATR 4
Jan-58,2005,31,Racers,Big Bling Wheelie
Jan-60,1986,387,Technic,Arctic Rescue Unit
Jan-61,2006,43,Racers,Carbon Star
Jan-62,2006,48,Racers,Blue Renegade
Jan-63,2006,41,Racers,Fat Trax
Jan-64,2006,54,Racers,Road Hero
Jan-65,2006,52,Racers,Highway Enforcer {Box}
Jan-66,2006,60,Racers,TunerX
Jan-67,2006,78,Racers,Action Wheelie
Jan-68,2006,109,Racers,LEGO Competition Racers: Racers Fly Wheel Side Rider
Jan-69,2006,112,Racers,Fire Spinner 360
Jan-70,2006,104,Racers,Jump Master
Jan-71,2006,558,Racers,Ferrari 430 Spider 1:17
Jan-72,2006,575,Racers,Ferrari Finish Line
Jan-73,2006,188,Racers,Ferrari F1 Fuel Stop
Jan-74,2006,1245,Racers,Ferrari F1 Racer 1:8
Jan-75,2006,98,Racers,Outdoor Challenger
Jan-76,2006,53,Racers,Sunset Cruiser
Jan-77,2011,283,Cars,Ultimate Build Mater
Jan-78,2011,195,Cars,Ultimate Build Francesco
Jan-79,2011,848,Cars,Tokyo International Circuit
Jan-80,1986,523,Technic,Arctic Rescue Base
Jan-81,2006,654,Racers,Tuner Garage
Jan-82,2006,723,Racers,Nitro Intimidator
8683-0,2010,0,Collectible Minifigures,Minifigure Series 1 [Random Bag]
Jan-83,2010,8,Collectible Minifigures,Tribal Hunter - Complete Set
Oct-83,2010,5,Collectible Minifigures,Super Wrestler - Complete Set
Nov-83,2010,7,Collectible Minifigures,Nurse - Complete Set
Dec-83,2010,6,Collectible Minifigures,Ninja - Complete Set
8683-13,2010,8,Collectible Minifigures,Spaceman - Complete Set
8683-14,2010,8,Collectible Minifigures,Forestman - Complete Set
8683-15,2010,9,Collectible Minifigures,Deep Sea Diver - Complete Set
8683-16,2010,7,Collectible Minifigures,Cowboy - Complete Set
8683-17,2010,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 1 - Complete
8683-18,2010,60,Collectible Minifigures,Minifigure Series 1 (Box of 60)
Feb-83,2010,7,Collectible Minifigures,Cheerleader - Complete Set
Mar-83,2010,6,Collectible Minifigures,Caveman - Complete Set
Apr-83,2010,6,Collectible Minifigures,Circus Clown - Complete Set
May-83,2010,6,Collectible Minifigures,Zombie - Complete Set
Jun-83,2010,8,Collectible Minifigures,Skater - Complete Set
Jul-83,2010,5,Collectible Minifigures,Robot - Complete Set
Aug-83,2010,6,Collectible Minifigures,Demolition Dummy - Complete Set
Sep-83,2010,7,Collectible Minifigures,Magician - Complete Set
8684-0,2010,0,Collectible Minifigures,Minifigure Series 2 [Random Bag]
Jan-84,2010,8,Collectible Minifigures,Mariachi / Maraca Man - Complete Set
Oct-84,2010,8,Collectible Minifigures,Weightlifter - Complete Set
Nov-84,2010,6,Collectible Minifigures,Pop Star - Complete Set
Dec-84,2010,9,Collectible Minifigures,Skier - Complete Set
8684-13,2010,6,Collectible Minifigures,Disco Dude - Complete Set
8684-14,2010,6,Collectible Minifigures,Karate Master - Complete Set
8684-15,2010,6,Collectible Minifigures,Surfer - Complete Set
8684-16,2010,6,Collectible Minifigures,Pharaoh - Complete Set
8684-17,2010,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 2 - Complete
8684-18,2010,60,Collectible Minifigures,Minifigure Series 2 (Box of 60)
Feb-84,2010,8,Collectible Minifigures,Spartan Warrior - Complete Set
Mar-84,2010,6,Collectible Minifigures,Circus Ringmaster - Complete Set
Apr-84,2010,6,Collectible Minifigures,Witch - Complete Set
May-84,2010,7,Collectible Minifigures,Vampire - Complete Set
Jun-84,2010,7,Collectible Minifigures,Traffic Cop - Complete Set
Jul-84,2010,7,Collectible Minifigures,Explorer - Complete Set
Aug-84,2010,6,Collectible Minifigures,Lifeguard - Complete Set
Sep-84,2010,7,Collectible Minifigures,Mime - Complete Set
Jan-85,2008,53,Bionicle,Toa Kopaka
Jan-86,2008,51,Bionicle,Toa Lewa
Jan-87,2008,67,Bionicle,Toa Pohatu
Jan-88,2008,60,Bionicle,Toa Gali
Jan-89,2008,73,Bionicle,Toa Tahu
Jan-90,2008,62,Bionicle,Toa Onua
Jan-91,2008,52,Bionicle,Antroz
Jan-92,2008,48,Bionicle,Vamprah
Jan-93,2008,48,Bionicle,Chirox
Jan-94,2008,40,Bionicle,Krika
Jan-95,2008,51,Bionicle,Gorast
Jan-96,2008,54,Bionicle,Bitil
Jan-97,2008,140,Bionicle,Toa Ignika
Jan-98,2008,133,Bionicle,Vultraz
Jan-99,2008,267,Bionicle,Takanuva
Jan-00,1982,27,Technic,Expert Builder Power Pack
870-1,1977,22,Technic,Supplementary Set
Jan-01,2006,130,Castle,King Jayko
Jan-02,2006,112,Castle,Lord Vladek
Jan-03,2006,42,Castle,Sir Kentis
Jan-04,2006,40,Castle,Sir Adric
Jan-05,2006,38,Castle,Dracus
Jan-06,2006,44,Castle,Karzon
Jan-07,2009,295,Power Miners,Boulder Blaster
Jan-08,2009,259,Power Miners,Cave Crusher
Jan-09,2009,633,Power Miners,Underground Mining Station
Jan-10,1980,124,Technic,Supplementary Set
871-1,1977,78,Technic,Supplementary Set
Jan-12,1988,13,Technic,Action Figures
Jan-14,1993,9,Technic,The LEGO TECHNIC Team / Team
Jan-15,2005,401,Bionicle,Ultimate Creatures Accessory Set
Jan-19,2006,10,Bionicle,Zamor Spheres
Jan-20,1991,57,Technic,Power Pack
872-1,1978,77,Technic,Supplementary Set
Jan-21,2006,21,Bionicle,Velika
Jan-22,2006,25,Bionicle,Kazi
Jan-23,2006,27,Bionicle,Piruk
Jan-24,2006,21,Bionicle,Garan
Jan-25,2006,22,Bionicle,Balta
Jan-26,2006,25,Bionicle,Dalu
Jan-27,2006,46,Bionicle,Inika Toa Jaller
Jan-28,2006,46,Bionicle,Inika Toa Hahli
Jan-29,2006,55,Bionicle,Inika Toa Nuparu
Jan-30,2006,62,Bionicle,Inika Toa Hewkii
Jan-31,2006,46,Bionicle,Inika Toa Kongu
Jan-32,2006,47,Bionicle,Inika Toa Matoro
Jan-33,2006,196,Bionicle,Axonn
Jan-34,2006,193,Bionicle,Brutaka
Jan-35,1998,60,Technic,Power Pack Motor Set
Jan-36,2005,48,Bionicle,Toa Hordika Vakama
Jan-37,2005,48,Bionicle,Toa Hordika Nokama
Jan-38,2005,48,Bionicle,Toa Hordika Whenua
Jan-39,2005,48,Bionicle,Toa Hordika Onewa
Jan-40,2005,48,Bionicle,Toa Hordika Matau
874-1,1979,38,Technic,Supplementary Set
Jan-41,2005,48,Bionicle,Toa Hordika Nuju
Jan-42,2005,48,Bionicle,Visorak Vohtarak
Jan-43,2005,48,Bionicle,Visorak Boggarak
Jan-44,2005,48,Bionicle,Visorak Oohnorak
Jan-45,2005,48,Bionicle,Visorak Roporak
Jan-46,2005,48,Bionicle,Visorak Keelerak
Jan-47,2005,48,Bionicle,Visorak Suukorak
Jan-48,2005,5,Bionicle,Rhotuka Spinners
875-1,1979,38,Technic,Supplementary Set
Jan-55,2005,203,Bionicle,Keetongu
Jan-56,2005,211,Bionicle,Sidorak
Jan-57,2005,190,Bionicle,Visorak Battle Ram
Jan-58,2005,407,Bionicle,Tower of Toa
Jan-59,2005,871,Bionicle,Battle of Metru Nui
876-1,1979,38,Technic,Supplementary Set
Jan-61,2005,233,Bionicle,Roodaka
Jan-62,2005,53,Bionicle,Toa Iruini
Jan-63,2005,55,Bionicle,Toa Norik
Jan-64,2006,281,Bionicle,Vezon & Fenrakk
Jan-69,2005,330,Bionicle,Visorak's Gate
